1788330994.553521801,32699,-,dummy0tx=0 eth0tx=4743379283 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=66776342 
1788330996.604137905,32989,-,dummy0tx=0 eth0tx=4747871279 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=68220748 
1788330998.657552076,33289,-,dummy0tx=0 eth0tx=4752260626 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=69973047 
1788331000.710146704,33577,-,dummy0tx=0 eth0tx=4756847308 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=71519340 
1788331002.761170344,33856,-,dummy0tx=0 eth0tx=4761267165 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=72687269 
1788331004.811254789,34133,-,dummy0tx=0 eth0tx=4765787709 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=73823251 
1788331006.864026001,34408,-,dummy0tx=0 eth0tx=4770080702 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=74737246 
1788331008.918806874,34672,-,dummy0tx=0 eth0tx=4774414888 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=75489670 
1788331010.967795962,34940,-,dummy0tx=0 eth0tx=4778921463 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=76296772 
1788331013.020623947,35201,-,dummy0tx=0 eth0tx=4783437313 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=77121141 
1788331015.074243381,35467,-,dummy0tx=0 eth0tx=4787942302 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=77935225 
1788331017.126080715,35741,-,dummy0tx=0 eth0tx=4792258553 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=78921316 
1788331019.179734455,36014,-,dummy0tx=0 eth0tx=4796724532 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=80056538 
1788331021.232003869,36289,-,dummy0tx=0 eth0tx=4800853596 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=81161291 
1788331023.282046498,36566,-,dummy0tx=0 eth0tx=4805347805 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=82191743 
1788331025.337781390,36842,-,dummy0tx=0 eth0tx=4809722461 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=83213398 
1788331027.391989902,37118,-,dummy0tx=0 eth0tx=4814047023 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=84417357 
1788331029.440850164,37393,-,dummy0tx=0 eth0tx=4818857900 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=85447260 
1788331031.494929523,37672,-,dummy0tx=0 eth0tx=4823346313 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=86488253 
1788331033.546160831,37948,-,dummy0tx=0 eth0tx=4827896581 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=87540566 
